Month,Revenue ($),Foot Traffic (Visitors),E-commerce Orders (#),Product Category,Sales by Product Category ($),Social Media Platform,Campaign Type,Impressions,Engagements,Marketing Spend ($),Email Opens,Email Click-Throughs,Inventory Level (Units),Customer Source,Customer Feedback (Rating),Customer Gender,Customer Age,Customer Income ($),Bundling Indicator
5/12/2021,2000,100,6,Clothing,1000,Facebook,In-Store Event,2276,200,2000,265,195,400,Social Media,5,Male,30,40000,0
5/13/2021,2000,100,8,Accessories,1000,Instagram,In-Store Event,8603,500,100,307,230,400,Social Media,3,Male,40,60000,0
5/13/2021,10000,500,13,Clothing,2000,Facebook,Social Media,2784,500,3000,458,146,50,Events,3,Male,30,80000,1
5/13/2021,5000,700,8,Accessories,2000,Email,Social Media,1744,500,100,184,237,50,Community,4,Female,30,60000,0
5/13/2021,5000,700,8,Clothing,2000,Email,In-Store Event,1833,500,1000,333,12,100,Community,4,Female,60,40000,0
5/14/2021,10000,700,12,Clothing,5000,Email,Social Media,4169,50,2000,2,218,200,Community,3,Female,40,40000,0
5/14/2021,10000,500,11,Clothing,2000,Email,Email,1700,50,1000,440,256,400,Social Media,5,Male,30,60000,1
5/14/2021,10000,500,12,Home Goods,1000,Instagram,Email,2294,50,500,160,1,200,Community,4,Female,30,40000,0
5/15/2021,7000,300,12,Accessories,2000,Email,Email,6681,50,2000,390,209,100,Events,1,Female,40,60000,0
5/15/2021,5000,500,8,Accessories,8000,Email,Networking Event,11393,500,2000,259,224,50,Events,3,Female,50,40000,0
5/15/2021,2000,500,15,Clothing,5000,Instagram,Email,1954,200,3000,422,193,200,Community,3,Male,30,80000,0
5/16/2021,7000,100,5,Clothing,5000,Instagram,Email,2433,1000,1000,47,195,50,Events,5,Male,60,40000,1
5/16/2021,7000,300,12,Home Goods,5000,LinkedIn,Email,1246,3000,1000,253,259,50,Social Media,3,Male,50,40000,1
5/16/2021,5000,700,5,Clothing,2000,Email,Social Media,7870,3000,1000,73,56,200,Community,3,Female,50,60000,1
5/16/2021,10000,700,12,Clothing,1000,Email,Social Media,9532,3000,500,334,112,100,Community,1,Male,20,20000,1
5/17/2021,3000,1000,7,Accessories,2000,Email,Social Media,8473,200,2000,399,212,50,Community,3,Male,20,60000,1
5/17/2021,5000,1000,10,Clothing,8000,Facebook,Email,11187,500,1000,165,278,100,Community,4,Male,30,40000,0
5/17/2021,2000,700,10,Home Goods,8000,Facebook,Email,14306,200,1000,259,243,50,Events,4,Female,20,40000,0
5/18/2021,5000,500,10,Accessories,2000,Facebook,Social Media,7327,1000,1000,3,116,200,Social Media,1,Female,20,20000,0
5/18/2021,2000,700,11,Clothing,1000,Instagram,Social Media,14960,1000,2000,375,86,100,Referral,2,Female,20,40000,0
5/18/2021,3000,700,7,Clothing,1000,Email,Email,9780,1000,3000,118,262,200,Events,3,Female,40,100000,0
5/19/2021,3000,300,8,Clothing,2000,Facebook,Email,1292,200,2000,483,299,100,Community,4,Male,20,20000,0
5/19/2021,7000,500,9,Home Goods,5000,Facebook,In-Store Event,7427,1000,1000,410,112,100,Events,5,Male,20,80000,1
5/19/2021,7000,700,11,Accessories,1000,Facebook,Social Media,1767,50,2000,469,163,50,Community,1,Male,60,40000,0
5/19/2021,7000,500,8,Clothing,8000,Facebook,Email,10242,50,2000,469,3,100,Community,3,Male,20,60000,0
5/20/2021,10000,700,9,Clothing,2000,Instagram,Email,6869,1000,100,272,117,200,Social Media,3,Female,40,60000,0
5/20/2021,5000,700,12,Accessories,8000,Instagram,In-Store Event,3190,200,100,492,22,200,Social Media,5,Female,40,100000,0
5/20/2021,3000,300,6,Accessories,5000,Instagram,Social Media,8374,3000,100,225,232,50,Social Media,4,Female,60,80000,0
5/21/2021,10000,500,6,Clothing,5000,Instagram,Social Media,792,50,1000,351,89,100,Social Media,3,Male,50,100000,0
5/21/2021,3000,500,12,Clothing,5000,LinkedIn,Networking Event,7364,1000,2000,499,254,200,Events,3,Male,30,80000,0
5/21/2021,10000,100,10,Clothing,5000,Instagram,Networking Event,4522,500,1000,69,91,100,Social Media,3,Male,60,40000,1
5/22/2021,2000,100,11,Accessories,5000,Instagram,Networking Event,10096,1000,1000,181,154,50,Social Media,4,Female,30,100000,1
5/22/2021,10000,700,9,Home Goods,5000,Facebook,Social Media,2148,1000,3000,352,114,100,Social Media,1,Male,40,100000,0
5/22/2021,2000,500,14,Clothing,5000,Facebook,Social Media,11508,3000,2000,263,206,200,Social Media,3,Female,30,20000,0
5/22/2021,10000,500,5,Accessories,8000,Instagram,Email,12602,200,2000,369,80,50,Community,4,Female,40,100000,1
5/23/2021,5000,500,11,Clothing,5000,Email,In-Store Event,14029,3000,500,180,102,100,Referral,3,Non-Binary,40,60000,0
5/23/2021,10000,1000,5,Clothing,5000,Email,Social Media,11610,200,500,483,79,200,Social Media,4,Male,40,100000,0
5/23/2021,2000,500,5,Clothing,8000,Instagram,Email,5671,50,100,4,102,400,Social Media,3,Male,40,100000,0
5/24/2021,7000,500,10,Home Goods,2000,Instagram,In-Store Event,10089,200,500,196,239,100,Referral,4,Male,30,80000,1
5/24/2021,10000,1000,11,Clothing,1000,LinkedIn,In-Store Event,2193,1000,500,46,264,50,Referral,1,Female,30,80000,1
5/24/2021,5000,700,12,Accessories,2000,Email,In-Store Event,7210,500,1000,457,32,100,Community,5,Male,40,20000,1
5/25/2021,7000,300,8,Clothing,5000,Facebook,In-Store Event,1537,1000,100,39,34,100,Community,2,Female,30,20000,0
5/25/2021,7000,700,11,Clothing,8000,Instagram,In-Store Event,4352,500,500,121,248,50,Events,2,Female,30,20000,0
5/25/2021,5000,500,9,Clothing,2000,Facebook,Email,5959,200,500,134,49,100,Referral,5,Male,40,20000,0
5/25/2021,7000,500,10,Accessories,5000,Facebook,In-Store Event,10254,3000,2000,139,279,400,Social Media,5,Male,60,40000,1
5/26/2021,7000,300,12,Clothing,5000,Instagram,In-Store Event,9804,50,2000,349,241,200,Social Media,1,Male,20,60000,0
5/26/2021,10000,100,9,Accessories,1000,Facebook,Email,7548,1000,1000,152,151,50,Social Media,5,Male,40,40000,0
5/26/2021,2000,700,12,Clothing,5000,Facebook,Email,6684,200,500,27,146,200,Community,3,Male,20,60000,0
5/27/2021,3000,500,12,Clothing,8000,Instagram,In-Store Event,9983,500,1000,426,38,50,Referral,4,Female,30,80000,1
5/27/2021,10000,500,13,Clothing,1000,Email,Email,1661,200,100,76,188,100,Social Media,1,Female,30,60000,0
5/27/2021,10000,700,7,Clothing,5000,Email,In-Store Event,1529,200,500,174,24,400,Referral,3,Male,40,60000,1
5/28/2021,5000,700,9,Clothing,5000,Instagram,Email,13029,200,2000,48,243,400,Social Media,3,Female,50,40000,0
5/28/2021,7000,300,8,Clothing,1000,Email,Email,12949,200,3000,341,222,50,Referral,4,Male,30,20000,0
5/28/2021,3000,700,6,Accessories,1000,Instagram,Social Media,11431,200,2000,309,229,50,Social Media,4,Female,40,60000,0
5/28/2021,3000,300,8,Accessories,8000,Email,Email,1478,200,3000,273,152,100,Events,3,Female,30,60000,0
5/29/2021,5000,700,9,Clothing,2000,Instagram,Social Media,9209,500,2000,26,287,100,Referral,5,Female,30,60000,0
5/29/2021,5000,700,12,Clothing,2000,Instagram,Social Media,13685,1000,100,327,107,200,Social Media,2,Male,40,60000,1
5/29/2021,7000,1000,11,Clothing,1000,Facebook,Email,9474,500,3000,389,32,50,Social Media,2,Female,30,40000,0
5/30/2021,2000,100,6,Clothing,5000,Facebook,Email,11523,1000,100,458,110,100,Community,4,Female,30,20000,0
5/30/2021,10000,100,11,Clothing,5000,LinkedIn,Social Media,13967,500,2000,220,120,100,Social Media,1,Male,50,80000,1
5/30/2021,10000,500,9,Home Goods,5000,Instagram,Email,12872,500,500,121,15,50,Events,3,Female,50,40000,0
5/31/2021,7000,500,6,Clothing,1000,Instagram,Networking Event,14523,500,1000,360,226,200,Community,3,Female,50,60000,0
5/31/2021,5000,300,7,Clothing,8000,Facebook,Social Media,5629,200,2000,68,10,200,Events,3,Male,30,80000,0
5/31/2021,5000,1000,10,Clothing,2000,Facebook,Email,637,500,1000,70,202,50,Social Media,5,Female,30,20000,0
5/31/2021,10000,300,14,Clothing,2000,Instagram,Social Media,9445,50,500,149,201,50,Community,3,Female,50,60000,0
6/1/2021,7000,500,8,Accessories,2000,Facebook,Email,11645,1000,1000,186,97,50,Community,3,Male,30,60000,0
6/1/2021,3000,700,10,Clothing,2000,Email,Email,5308,1000,1000,430,115,100,Social Media,3,Male,40,60000,0
6/1/2021,10000,500,9,Clothing,8000,Email,Email,14991,200,3000,372,280,50,Community,2,Male,50,20000,1
6/2/2021,10000,700,6,Accessories,8000,LinkedIn,In-Store Event,2955,1000,2000,245,231,100,Referral,3,Male,50,80000,0
6/2/2021,10000,100,9,Clothing,2000,Instagram,In-Store Event,11526,50,1000,195,110,100,Events,4,Male,30,20000,0
6/2/2021,7000,500,13,Accessories,8000,Email,In-Store Event,7892,200,500,31,11,50,Social Media,4,Male,60,60000,1
6/3/2021,7000,100,13,Accessories,5000,Instagram,Social Media,9271,50,2000,466,20,200,Community,5,Male,40,40000,0
6/3/2021,5000,100,10,Clothing,8000,Facebook,Email,11947,1000,500,108,126,50,Social Media,2,Female,40,40000,0
6/3/2021,10000,1000,13,Accessories,2000,Facebook,Social Media,3766,1000,500,352,284,200,Social Media,1,Female,40,40000,0
6/3/2021,10000,300,6,Clothing,5000,LinkedIn,Networking Event,5149,1000,1000,0,120,100,Community,5,Male,20,40000,1
6/4/2021,2000,500,19,Accessories,2000,Email,In-Store Event,9087,50,2000,181,123,200,Social Media,1,Male,30,40000,0
6/4/2021,2000,500,12,Clothing,8000,LinkedIn,Email,10629,500,500,173,32,50,Events,5,Male,50,20000,1
6/4/2021,5000,500,9,Clothing,1000,Email,Email,14474,500,500,168,169,200,Community,5,Male,30,80000,1
6/5/2021,10000,1000,12,Accessories,5000,LinkedIn,Social Media,14407,200,1000,247,76,50,Social Media,5,Male,30,40000,0
6/5/2021,10000,100,5,Home Goods,2000,Email,In-Store Event,5753,500,500,107,296,400,Referral,3,Female,30,80000,1
6/5/2021,3000,700,8,Home Goods,2000,Facebook,In-Store Event,5928,50,1000,369,62,200,Community,2,Male,30,80000,0
6/6/2021,7000,1000,9,Accessories,5000,Instagram,Social Media,6485,200,1000,296,269,100,Events,4,Male,40,60000,0
6/6/2021,5000,700,9,Clothing,8000,Instagram,In-Store Event,13597,500,1000,263,215,100,Social Media,4,Female,60,60000,0
6/6/2021,10000,1000,9,Clothing,5000,Instagram,Social Media,3089,500,500,415,189,200,Community,2,Female,30,40000,0
6/6/2021,10000,100,9,Clothing,8000,Facebook,In-Store Event,7676,50,500,29,74,400,Community,4,Female,40,100000,1
6/7/2021,10000,500,11,Clothing,2000,Facebook,In-Store Event,3534,200,2000,301,173,200,Community,3,Female,50,60000,0
6/7/2021,5000,500,13,Clothing,5000,Facebook,In-Store Event,669,200,2000,475,66,200,Community,3,Male,40,100000,0
6/7/2021,5000,700,13,Home Goods,2000,LinkedIn,Social Media,11029,200,500,360,92,200,Community,5,Non-Binary,20,40000,1
6/8/2021,3000,1000,13,Clothing,1000,LinkedIn,Email,3739,200,500,435,52,100,Social Media,2,Non-Binary,40,80000,1
6/8/2021,2000,500,10,Clothing,5000,Instagram,Social Media,3915,200,100,351,93,50,Community,3,Male,60,40000,1
6/8/2021,10000,700,7,Clothing,5000,Instagram,Social Media,4068,500,2000,472,112,50,Social Media,1,Female,30,80000,1
6/9/2021,10000,300,11,Home Goods,5000,Facebook,In-Store Event,11908,200,2000,481,228,200,Events,2,Female,40,20000,0
6/9/2021,10000,700,4,Accessories,5000,Instagram,Email,3984,1000,1000,316,249,100,Events,2,Non-Binary,60,60000,0
6/9/2021,10000,500,13,Accessories,5000,Email,Email,5335,500,2000,224,208,100,Social Media,3,Female,50,60000,0
6/9/2021,7000,1000,7,Clothing,1000,Facebook,Networking Event,2341,50,2000,396,181,50,Referral,3,Female,40,60000,0
6/10/2021,7000,700,4,Home Goods,1000,Facebook,Email,7378,50,3000,88,266,200,Community,5,Male,60,40000,0
6/10/2021,10000,500,6,Clothing,5000,Email,Social Media,12452,1000,100,233,280,50,Community,5,Female,30,60000,1
6/10/2021,10000,300,7,Home Goods,2000,Email,Social Media,5052,50,500,167,154,100,Community,3,Male,50,40000,1
6/11/2021,3000,300,3,Accessories,1000,Instagram,Social Media,7344,50,100,230,82,100,Events,2,Male,30,60000,0
6/11/2021,5000,300,10,Clothing,2000,Email,Email,3526,50,2000,125,185,50,Events,3,Non-Binary,30,60000,1
6/11/2021,3000,500,9,Clothing,5000,Facebook,In-Store Event,14113,500,2000,60,138,200,Social Media,4,Male,40,40000,0
6/12/2021,10000,1000,6,Accessories,2000,Instagram,Social Media,6689,500,1000,119,54,100,Social Media,4,Female,20,80000,0
6/12/2021,7000,700,4,Clothing,5000,Instagram,In-Store Event,4465,3000,100,427,18,200,Social Media,5,Male,30,20000,1
6/12/2021,3000,500,11,Home Goods,5000,Facebook,Social Media,7684,1000,500,496,266,100,Community,1,Male,30,40000,0
6/12/2021,7000,300,14,Clothing,2000,Instagram,Email,10293,200,500,189,141,50,Social Media,4,Female,20,60000,1
6/13/2021,7000,1000,18,Clothing,5000,Instagram,Email,5979,200,1000,120,163,50,Social Media,4,Male,30,80000,0
6/13/2021,5000,700,5,Clothing,5000,Facebook,Email,5880,200,500,427,251,50,Community,5,Non-Binary,50,60000,1
6/13/2021,3000,100,7,Clothing,5000,Email,Social Media,1646,200,100,47,231,50,Community,4,Male,30,80000,0
6/14/2021,7000,700,11,Clothing,5000,Instagram,Email,4826,50,2000,201,296,50,Events,3,Male,40,60000,0
6/14/2021,5000,500,8,Clothing,1000,Instagram,Social Media,11376,50,500,58,59,200,Social Media,4,Male,40,80000,0
6/14/2021,7000,100,6,Accessories,5000,Email,Social Media,611,50,1000,184,21,400,Social Media,5,Male,30,40000,0
6/15/2021,5000,500,6,Clothing,2000,Instagram,Email,1092,200,500,222,125,400,Social Media,3,Male,60,80000,0
6/15/2021,10000,500,7,Home Goods,8000,LinkedIn,Email,7913,200,2000,491,102,400,Referral,2,Female,50,40000,0
6/15/2021,7000,300,17,Accessories,8000,Facebook,Networking Event,8679,3000,1000,10,220,100,Social Media,3,Female,30,60000,1
6/15/2021,7000,1000,9,Home Goods,5000,Instagram,In-Store Event,11131,500,3000,280,109,100,Community,3,Male,60,40000,1
6/16/2021,10000,700,4,Clothing,2000,Instagram,Email,1738,3000,1000,188,57,50,Social Media,3,Male,40,100000,0
6/16/2021,5000,700,12,Clothing,2000,Instagram,Email,6483,200,3000,301,64,50,Social Media,5,Female,30,60000,0
6/16/2021,3000,500,9,Clothing,2000,Instagram,In-Store Event,3294,500,2000,309,57,200,Community,4,Female,40,80000,1
6/17/2021,2000,500,9,Accessories,2000,Instagram,Email,11106,200,1000,499,157,200,Social Media,4,Female,40,40000,0
6/17/2021,7000,700,8,Home Goods,2000,Facebook,In-Store Event,10821,200,3000,236,75,200,Social Media,4,Female,40,20000,0
6/17/2021,7000,500,11,Clothing,5000,Instagram,Email,11545,50,1000,33,18,200,Social Media,5,Female,40,40000,0
6/18/2021,7000,100,8,Clothing,1000,Facebook,In-Store Event,11561,3000,1000,339,189,100,Social Media,5,Female,30,60000,0
6/18/2021,3000,500,7,Home Goods,8000,Facebook,Social Media,13887,3000,100,134,249,100,Social Media,4,Female,60,80000,0
6/18/2021,3000,700,12,Clothing,1000,Instagram,In-Store Event,4098,50,1000,480,78,100,Referral,3,Male,50,40000,0
6/18/2021,2000,500,4,Accessories,8000,Instagram,Social Media,4303,200,2000,61,83,400,Referral,3,Male,40,40000,0
6/19/2021,5000,100,8,Accessories,8000,Instagram,Social Media,2026,200,2000,312,171,400,Social Media,3,Male,20,40000,0
6/19/2021,7000,700,7,Home Goods,5000,Instagram,Email,8409,200,500,226,211,100,Social Media,3,Female,40,60000,0
6/19/2021,5000,300,7,Clothing,5000,Email,Email,2469,200,1000,92,148,50,Events,3,Male,40,40000,0
6/20/2021,5000,500,8,Clothing,2000,Instagram,Networking Event,9643,50,500,115,9,100,Events,4,Female,50,100000,1
6/20/2021,10000,300,9,Accessories,5000,Email,Social Media,2002,500,2000,331,29,100,Events,4,Female,60,40000,1
6/20/2021,5000,500,14,Home Goods,2000,Facebook,In-Store Event,4967,200,500,132,279,200,Community,3,Female,60,80000,0
6/21/2021,5000,700,12,Clothing,2000,Facebook,Social Media,12028,200,3000,331,54,50,Community,5,Male,30,60000,0
6/21/2021,7000,500,9,Clothing,5000,Facebook,In-Store Event,6907,50,500,476,126,50,Referral,3,Male,50,40000,0
6/21/2021,5000,300,9,Accessories,2000,Email,Social Media,8801,200,500,418,179,100,Referral,4,Male,20,80000,0
6/21/2021,7000,1000,12,Home Goods,5000,Instagram,In-Store Event,12678,3000,2000,467,231,400,Social Media,4,Male,30,40000,1
6/22/2021,10000,1000,6,Home Goods,2000,Instagram,In-Store Event,2854,200,1000,292,92,100,Referral,4,Male,20,60000,0
6/22/2021,10000,1000,7,Home Goods,2000,Facebook,Social Media,5819,1000,100,443,7,200,Events,3,Female,50,60000,0
6/22/2021,3000,300,12,Clothing,1000,Instagram,In-Store Event,725,1000,1000,192,246,100,Social Media,4,Female,60,20000,0
6/23/2021,10000,500,9,Clothing,1000,Facebook,In-Store Event,3511,3000,100,399,195,50,Social Media,2,Female,30,80000,1
6/23/2021,5000,1000,11,Accessories,2000,Facebook,Email,4626,1000,3000,29,162,50,Social Media,4,Female,30,60000,0
6/23/2021,3000,700,6,Home Goods,1000,Facebook,Social Media,1113,500,1000,456,39,200,Social Media,3,Female,60,80000,0
6/24/2021,5000,100,10,Clothing,1000,Facebook,Email,14582,1000,500,297,253,200,Referral,4,Male,40,40000,0
6/24/2021,10000,100,7,Clothing,8000,Facebook,In-Store Event,598,50,1000,60,84,100,Social Media,3,Male,40,40000,0
6/24/2021,5000,500,13,Accessories,1000,Email,Email,5958,500,100,457,271,100,Events,4,Male,40,40000,0
6/24/2021,5000,1000,7,Clothing,5000,Email,Email,9502,3000,2000,460,77,200,Events,3,Female,40,100000,0
6/25/2021,7000,500,11,Clothing,2000,Facebook,Social Media,6416,1000,3000,303,212,200,Community,5,Non-Binary,60,100000,0
6/25/2021,3000,500,12,Accessories,8000,Facebook,Social Media,3837,3000,2000,445,254,50,Community,5,Female,30,60000,0
6/25/2021,2000,300,10,Accessories,2000,Email,In-Store Event,3199,1000,1000,339,90,100,Social Media,3,Male,30,40000,0
6/26/2021,3000,700,8,Accessories,2000,Facebook,In-Store Event,13601,1000,1000,348,192,200,Community,3,Female,30,60000,0
6/26/2021,3000,700,11,Clothing,5000,Facebook,Social Media,6417,500,100,447,252,100,Social Media,4,Female,20,80000,0
6/26/2021,3000,500,8,Accessories,2000,Email,Email,8017,1000,2000,440,277,400,Community,1,Female,40,80000,1
6/27/2021,3000,700,10,Accessories,5000,Facebook,Networking Event,1519,500,1000,323,142,200,Social Media,1,Female,60,20000,1
6/27/2021,7000,1000,12,Accessories,1000,Instagram,Social Media,3525,3000,1000,301,243,50,Community,2,Female,40,20000,1
6/27/2021,3000,300,6,Accessories,8000,Email,Social Media,4028,1000,3000,368,211,200,Community,4,Female,60,40000,0
6/27/2021,5000,500,5,Clothing,2000,Instagram,Social Media,4386,1000,500,27,194,100,Community,2,Female,60,40000,0
6/28/2021,10000,500,10,Clothing,2000,Email,Social Media,6731,500,100,484,269,200,Referral,3,Non-Binary,40,80000,0
6/28/2021,5000,700,10,Clothing,5000,Email,Social Media,5682,200,100,76,18,200,Social Media,4,Female,40,60000,0
6/28/2021,7000,700,7,Clothing,2000,LinkedIn,Networking Event,13709,50,500,120,39,100,Referral,1,Female,40,80000,0
6/29/2021,3000,700,14,Accessories,8000,Instagram,Social Media,14198,3000,100,2,97,200,Referral,2,Female,20,40000,0
6/29/2021,3000,700,13,Home Goods,2000,Facebook,In-Store Event,6078,500,1000,36,3,200,Referral,5,Female,40,60000,0
6/29/2021,2000,500,11,Accessories,5000,Facebook,Social Media,7229,200,1000,431,32,200,Social Media,4,Female,40,60000,0
6/30/2021,3000,1000,8,Accessories,1000,Instagram,Email,7461,50,500,146,298,100,Events,3,Female,40,40000,0
6/30/2021,3000,500,7,Clothing,8000,Instagram,In-Store Event,11671,1000,2000,91,164,100,Community,1,Male,40,60000,0
6/30/2021,3000,300,10,Clothing,5000,Facebook,Social Media,14447,1000,500,338,26,200,Community,4,Female,30,60000,0
6/30/2021,2000,700,9,Clothing,2000,Facebook,Email,12032,1000,2000,272,172,400,Events,3,Female,40,80000,0
7/1/2021,3000,700,5,Clothing,1000,Instagram,Social Media,6513,500,1000,465,112,100,Community,5,Female,30,20000,0
7/1/2021,5000,500,6,Clothing,2000,Facebook,Social Media,1296,200,1000,465,94,50,Referral,4,Female,30,80000,1
7/1/2021,3000,1000,7,Accessories,8000,Email,In-Store Event,2457,200,3000,376,232,100,Social Media,5,Non-Binary,40,100000,1
7/2/2021,5000,1000,9,Home Goods,2000,Email,Social Media,3566,50,100,86,133,100,Social Media,5,Female,30,60000,0
7/2/2021,5000,500,16,Clothing,2000,LinkedIn,Networking Event,13800,1000,1000,39,123,200,Community,3,Male,50,60000,1
7/2/2021,7000,1000,10,Clothing,1000,Facebook,Email,11712,50,2000,177,115,200,Events,4,Female,30,40000,0
7/3/2021,2000,300,12,Accessories,2000,LinkedIn,Social Media,3180,500,1000,328,12,400,Social Media,5,Male,40,60000,0
7/3/2021,7000,300,12,Clothing,5000,Email,In-Store Event,4941,500,500,284,164,200,Events,4,Male,40,60000,0
7/3/2021,7000,300,14,Home Goods,8000,Instagram,In-Store Event,13511,500,1000,434,207,100,Social Media,1,Non-Binary,30,60000,1
7/3/2021,2000,1000,7,Accessories,5000,Instagram,Email,3448,3000,2000,41,84,200,Community,3,Female,30,40000,0
7/4/2021,10000,700,10,Home Goods,8000,Facebook,Email,4231,50,2000,284,247,200,Social Media,2,Female,40,100000,0
7/4/2021,10000,300,7,Clothing,5000,Facebook,Social Media,1601,1000,100,65,55,400,Social Media,4,Male,30,60000,0
7/4/2021,2000,500,13,Accessories,1000,Facebook,Social Media,5984,50,100,123,171,50,Community,4,Male,20,100000,1
7/5/2021,3000,700,9,Clothing,2000,Facebook,Networking Event,9729,50,1000,144,140,50,Community,5,Female,40,60000,0
7/5/2021,10000,100,16,Accessories,5000,Email,Networking Event,4731,200,500,119,131,50,Social Media,4,Male,30,80000,0
7/5/2021,7000,1000,9,Clothing,8000,Facebook,Social Media,14115,50,500,108,200,100,Events,5,Female,40,60000,0
7/6/2021,3000,700,12,Clothing,8000,Instagram,In-Store Event,9483,1000,500,414,288,50,Social Media,3,Female,50,60000,1
7/6/2021,3000,500,11,Accessories,2000,Email,Social Media,12866,500,500,91,178,200,Community,3,Female,20,20000,0
7/6/2021,5000,1000,10,Accessories,2000,Instagram,Email,10470,50,500,490,28,200,Social Media,5,Male,30,20000,0
7/6/2021,5000,500,9,Home Goods,2000,LinkedIn,Social Media,13492,50,3000,367,35,100,Social Media,4,Male,30,60000,0
7/7/2021,7000,1000,12,Accessories,8000,Instagram,In-Store Event,1481,500,500,307,108,100,Social Media,4,Female,40,100000,0
7/7/2021,5000,700,9,Accessories,8000,LinkedIn,Networking Event,14229,1000,500,422,145,400,Social Media,3,Female,30,60000,0
7/7/2021,5000,700,7,Clothing,5000,Instagram,Social Media,9957,200,500,59,275,100,Social Media,4,Male,30,40000,0
7/8/2021,7000,300,15,Accessories,2000,Instagram,Social Media,5670,500,3000,349,145,50,Community,5,Male,20,40000,1
7/8/2021,2000,1000,14,Accessories,5000,Instagram,In-Store Event,9435,1000,2000,226,167,100,Social Media,3,Female,20,60000,0
7/8/2021,3000,500,17,Home Goods,2000,Email,Social Media,2931,500,2000,239,256,100,Social Media,4,Female,40,60000,1
7/9/2021,7000,300,8,Home Goods,2000,Email,Social Media,9066,200,500,434,274,50,Social Media,3,Female,30,100000,1
7/9/2021,10000,100,10,Clothing,5000,Facebook,In-Store Event,10445,500,2000,211,86,200,Events,2,Male,20,60000,0
7/9/2021,5000,700,7,Home Goods,1000,LinkedIn,In-Store Event,6849,500,1000,399,153,400,Social Media,4,Female,30,40000,0
7/9/2021,5000,500,8,Clothing,1000,Facebook,Social Media,4397,500,500,97,284,200,Events,2,Female,30,60000,1
7/10/2021,3000,700,6,Clothing,8000,Facebook,Social Media,11228,500,1000,13,97,100,Events,3,Male,20,80000,0
7/10/2021,5000,1000,8,Accessories,5000,Email,Social Media,8048,3000,2000,217,210,100,Community,4,Non-Binary,30,60000,0
7/10/2021,5000,100,11,Clothing,2000,Instagram,Email,2491,200,2000,467,47,400,Referral,4,Female,30,40000,0
7/11/2021,3000,700,6,Accessories,5000,Instagram,In-Store Event,3428,3000,2000,169,273,200,Community,3,Non-Binary,50,40000,0
7/11/2021,3000,300,8,Clothing,2000,LinkedIn,Social Media,5930,500,3000,306,193,100,Referral,5,Female,20,80000,0
7/11/2021,5000,1000,17,Clothing,5000,LinkedIn,In-Store Event,3946,500,500,279,251,100,Community,3,Male,40,20000,1
7/12/2021,2000,700,14,Accessories,5000,LinkedIn,Email,7275,50,1000,362,282,200,Social Media,5,Female,30,40000,1
7/12/2021,5000,500,12,Accessories,5000,LinkedIn,Social Media,9283,200,100,209,261,100,Social Media,4,Female,40,40000,0
7/12/2021,3000,700,12,Home Goods,5000,Instagram,Email,5661,1000,2000,255,261,50,Referral,3,Female,20,100000,0
7/12/2021,5000,500,14,Accessories,2000,Email,Networking Event,13320,500,500,170,30,100,Community,2,Female,60,20000,0
7/13/2021,3000,500,10,Accessories,2000,Facebook,Social Media,3069,50,2000,72,104,100,Events,3,Female,50,80000,0
7/13/2021,10000,700,9,Clothing,2000,LinkedIn,Social Media,3372,500,1000,146,168,100,Events,2,Male,20,60000,0
7/13/2021,7000,500,14,Clothing,2000,Facebook,Email,9868,50,1000,339,235,50,Community,4,Female,30,60000,1
7/14/2021,7000,500,7,Clothing,5000,Facebook,Email,1835,3000,100,316,273,50,Social Media,3,Male,40,80000,1
7/14/2021,7000,500,10,Accessories,2000,Facebook,Email,5913,1000,1000,105,229,200,Social Media,3,Male,60,40000,0
7/14/2021,5000,700,10,Accessories,1000,Instagram,Email,13385,50,2000,93,22,200,Social Media,4,Female,30,40000,0
7/15/2021,2000,500,12,Clothing,2000,Instagram,Social Media,612,1000,100,62,163,50,Events,3,Male,40,40000,0
7/15/2021,5000,300,9,Accessories,8000,Email,Social Media,4272,3000,1000,153,280,400,Referral,4,Male,30,60000,0
7/15/2021,7000,700,12,Accessories,2000,Email,Social Media,13923,200,100,254,6,100,Events,2,Male,30,100000,0
7/15/2021,7000,700,9,Clothing,5000,Instagram,Social Media,5794,500,1000,350,209,50,Referral,4,Female,30,100000,1
7/16/2021,5000,300,12,Clothing,2000,Email,Email,10537,200,500,34,252,50,Community,4,Male,30,60000,1
7/16/2021,3000,300,8,Home Goods,1000,Facebook,Email,14113,500,500,322,132,200,Community,4,Female,20,100000,1
7/16/2021,3000,300,16,Accessories,2000,Facebook,Email,2487,200,2000,311,273,50,Events,1,Female,20,100000,1
7/17/2021,5000,500,13,Home Goods,5000,Instagram,In-Store Event,14327,200,1000,295,105,50,Events,3,Male,40,80000,1
7/17/2021,7000,500,6,Clothing,5000,Email,Social Media,5329,200,500,252,231,200,Community,2,Female,40,40000,1
7/17/2021,7000,700,9,Home Goods,8000,Email,Email,2485,50,1000,156,32,100,Social Media,2,Male,30,60000,0
7/18/2021,5000,700,8,Clothing,2000,Facebook,Email,11984,1000,500,133,78,200,Events,2,Female,50,100000,0
7/18/2021,10000,700,9,Clothing,1000,Facebook,In-Store Event,11934,200,500,435,34,200,Community,4,Male,30,60000,0
